sim_id,persona,archetype_id,category,question,coverage,source_docs
4599,Tribe Member,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
4600,Tribe Member,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
4601,Tribe Officer,Q046,Backend,What database schema do we use?,yes,implementation/05-database-schema.md
4602,Tribe Member,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
4603,Tribe Member,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
4604,Builder / Operator,Q048,Backend,How are permissions enforced?,yes,architecture/08-security-and-permissions.md
4605,Tribe Member,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
4606,Builder / Operator,Q045,Developer,Can an AI assistant rewrite App.tsx into a giant file?,yes,implementation/09-ai-coding-guardrails.md
4607,Solo Scout,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
4608,New Player,Q037,Security,Is manual intel safe to trust?,yes,architecture/07-data-sources.md
4609,Solo Scout,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
4610,Developer / Maintainer,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
4611,New Player,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
4612,Tribe Officer,Q037,Security,Is manual intel safe to trust?,yes,architecture/07-data-sources.md
4613,Solo Scout,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
4614,New Player,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
4615,Hauler,Q056,Support,How do I report wrong object classification?,partial,architecture/04-entity-resolution.md
4616,Tribe Member,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
4617,Tribe Member,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
4618,Solo Scout,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
4619,New Player,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
4620,Tribe Officer,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
4621,New Player,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
4622,Tribe Member,Q025,Local First,What happens if I lose connection while in-game?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
4623,Hauler,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
4624,Solo Scout,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
4625,Intel Analyst,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
4626,Solo Scout,Q013,Signals,Can I edit a Signal later?,yes,product/00-prd.md; phases/phase-04-signals-mvp.md
4627,Builder / Operator,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
4628,Builder / Operator,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
4629,New Player,Q059,Support,Can I make a Signal public later?,partial,architecture/08-security-and-permissions.md
4630,Tribe Member,Q044,Developer,What tests are required?,yes,implementation/08-testing-strategy.md
4631,New Player,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
4632,Builder / Operator,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
4633,Builder / Operator,Q045,Developer,Can an AI assistant rewrite App.tsx into a giant file?,yes,implementation/09-ai-coding-guardrails.md
4634,Tribe Member,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
4635,Intel Analyst,Q030,Tribe Vault,Can every tribe define its own trust rules?,partial,phases/phase-11-frontierwarden-integration.md
4636,Tribe Officer,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
4637,Intel Analyst,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
4638,New Player,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
4639,New Player,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
4640,Tribe Member,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
4641,Builder / Operator,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
4642,Hauler,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
4643,Tribe Member,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
4644,Tribe Officer,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
4645,Tribe Member,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
4646,Tribe Member,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
4647,Tribe Member,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
4648,New Player,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
4649,Hauler,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
4650,Intel Analyst,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
4651,New Player,Q059,Support,Can I make a Signal public later?,partial,architecture/08-security-and-permissions.md
4652,Builder / Operator,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
4653,Builder / Operator,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
4654,New Player,Q043,Developer,What is the repo structure?,yes,implementation/00-repo-structure.md
4655,Developer / Maintainer,Q048,Backend,How are permissions enforced?,yes,architecture/08-security-and-permissions.md
4656,Builder / Operator,Q037,Security,Is manual intel safe to trust?,yes,architecture/07-data-sources.md
4657,Developer / Maintainer,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
4658,New Player,Q055,Support,What if the in-game browser cannot render the app?,gap,operations/03-risk-register.md
4659,Tribe Member,Q005,Identity/Auth,Can someone spoof my identity by changing the URL?,yes,architecture/08-security-and-permissions.md; decisions/ADR-003-viewer-context.md
4660,Tribe Officer,Q030,Tribe Vault,Can every tribe define its own trust rules?,partial,phases/phase-11-frontierwarden-integration.md
4661,Solo Scout,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
4662,New Player,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
4663,Developer / Maintainer,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
4664,New Player,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
4665,Hauler,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
4666,Tribe Member,Q013,Signals,Can I edit a Signal later?,yes,product/00-prd.md; phases/phase-04-signals-mvp.md
4667,Builder / Operator,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
4668,Builder / Operator,Q043,Developer,What is the repo structure?,yes,implementation/00-repo-structure.md
4669,New Player,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
4670,Hauler,Q052,Privacy,Who owns tribe data?,gap,phases/phase-08-tribe-vault.md
4671,Hauler,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
4672,Solo Scout,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
4673,Tribe Member,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
4674,Intel Analyst,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
4675,New Player,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
4676,Tribe Officer,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
4677,Developer / Maintainer,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
4678,Builder / Operator,Q046,Backend,What database schema do we use?,yes,implementation/05-database-schema.md
4679,Builder / Operator,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
4680,Builder / Operator,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
4681,Developer / Maintainer,Q010,Object Resolution,Can Signal Vault infer gate/storage/turret type from chain data?,partial,architecture/04-entity-resolution.md; phases/phase-07-eve-frontier-integration.md
4682,New Player,Q004,Identity/Auth,Does Signal Vault know my EVE character automatically?,partial,architecture/03-viewer-context.md; phases/phase-07-eve-frontier-integration.md
4683,Solo Scout,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
4684,Solo Scout,Q045,Developer,Can an AI assistant rewrite App.tsx into a giant file?,yes,implementation/09-ai-coding-guardrails.md
4685,New Player,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
4686,Hauler,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
4687,Tribe Officer,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
4688,Tribe Officer,Q004,Identity/Auth,Does Signal Vault know my EVE character automatically?,partial,architecture/03-viewer-context.md; phases/phase-07-eve-frontier-integration.md
4689,Tribe Member,Q030,Tribe Vault,Can every tribe define its own trust rules?,partial,phases/phase-11-frontierwarden-integration.md
4690,Solo Scout,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
4691,Tribe Member,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
4692,Intel Analyst,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
4693,Solo Scout,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
4694,Builder / Operator,Q045,Developer,Can an AI assistant rewrite App.tsx into a giant file?,yes,implementation/09-ai-coding-guardrails.md
4695,Tribe Member,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
4696,Solo Scout,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
4697,Tribe Officer,Q047,Backend,Do we use Supabase or custom API?,yes,architecture/02-backend-architecture.md
4698,New Player,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
4699,Hauler,Q018,Dossiers,What should a storage dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
4700,Solo Scout,Q044,Developer,What tests are required?,yes,implementation/08-testing-strategy.md
4701,Tribe Officer,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
4702,Builder / Operator,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
4703,New Player,Q059,Support,Can I make a Signal public later?,partial,architecture/08-security-and-permissions.md
4704,Hauler,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
4705,Tribe Member,Q060,Support,Can I attach screenshots/files?,gap,product/00-prd.md
4706,Intel Analyst,Q026,Local First,Where are anonymous notes stored?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
4707,Tribe Member,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
4708,Solo Scout,Q045,Developer,Can an AI assistant rewrite App.tsx into a giant file?,yes,implementation/09-ai-coding-guardrails.md
4709,Tribe Officer,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
4710,New Player,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
4711,Builder / Operator,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
4712,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
4713,Hauler,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
4714,Tribe Officer,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
4715,Solo Scout,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
4716,Tribe Member,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
4717,Tribe Member,Q005,Identity/Auth,Can someone spoof my identity by changing the URL?,yes,architecture/08-security-and-permissions.md; decisions/ADR-003-viewer-context.md
4718,New Player,Q010,Object Resolution,Can Signal Vault infer gate/storage/turret type from chain data?,partial,architecture/04-entity-resolution.md; phases/phase-07-eve-frontier-integration.md
4719,New Player,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
4720,Solo Scout,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
4721,New Player,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
4722,Hauler,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
4723,Intel Analyst,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
4724,Developer / Maintainer,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
4725,Solo Scout,Q044,Developer,What tests are required?,yes,implementation/08-testing-strategy.md
4726,Intel Analyst,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
4727,Intel Analyst,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
4728,New Player,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
4729,Tribe Officer,Q048,Backend,How are permissions enforced?,yes,architecture/08-security-and-permissions.md
4730,Tribe Officer,Q047,Backend,Do we use Supabase or custom API?,yes,architecture/02-backend-architecture.md
4731,Intel Analyst,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
4732,Developer / Maintainer,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
4733,Builder / Operator,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
4734,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
4735,Intel Analyst,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
4736,Developer / Maintainer,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
4737,Solo Scout,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
4738,Tribe Member,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
4739,New Player,Q003,Identity/Auth,How do I log in inside the EVE Frontier in-game browser?,yes,architecture/03-viewer-context.md
4740,Tribe Officer,Q003,Identity/Auth,How do I log in inside the EVE Frontier in-game browser?,yes,architecture/03-viewer-context.md
4741,Tribe Member,Q030,Tribe Vault,Can every tribe define its own trust rules?,partial,phases/phase-11-frontierwarden-integration.md
4742,Developer / Maintainer,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
4743,New Player,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
4744,Solo Scout,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
4745,New Player,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
4746,Developer / Maintainer,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
4747,New Player,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
4748,Tribe Member,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
4749,Builder / Operator,Q060,Support,Can I attach screenshots/files?,gap,product/00-prd.md
4750,Tribe Member,Q004,Identity/Auth,Does Signal Vault know my EVE character automatically?,partial,architecture/03-viewer-context.md; phases/phase-07-eve-frontier-integration.md
4751,Developer / Maintainer,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
4752,Solo Scout,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
4753,New Player,Q055,Support,What if the in-game browser cannot render the app?,gap,operations/03-risk-register.md
4754,Builder / Operator,Q040,Developer,Why Vite/React instead of Next.js?,yes,decisions/ADR-001-stack-choice.md
4755,New Player,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
4756,Solo Scout,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
4757,Hauler,Q013,Signals,Can I edit a Signal later?,yes,product/00-prd.md; phases/phase-04-signals-mvp.md
4758,Solo Scout,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
4759,Tribe Member,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
4760,Solo Scout,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
4761,Builder / Operator,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
4762,Intel Analyst,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
4763,Solo Scout,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
4764,Hauler,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
4765,Intel Analyst,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
4766,Builder / Operator,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
4767,Tribe Officer,Q054,Support,What if access code login fails?,partial,architecture/03-viewer-context.md
4768,Hauler,Q060,Support,Can I attach screenshots/files?,gap,product/00-prd.md
4769,Tribe Member,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
4770,Intel Analyst,Q004,Identity/Auth,Does Signal Vault know my EVE character automatically?,partial,architecture/03-viewer-context.md; phases/phase-07-eve-frontier-integration.md
4771,Tribe Member,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
4772,Hauler,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
4773,Builder / Operator,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
4774,New Player,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
4775,Solo Scout,Q052,Privacy,Who owns tribe data?,gap,phases/phase-08-tribe-vault.md
4776,Tribe Officer,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
4777,Builder / Operator,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
4778,Builder / Operator,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
4779,Developer / Maintainer,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
4780,New Player,Q009,Object Resolution,What if two sources disagree about object type?,yes,architecture/04-entity-resolution.md
4781,Tribe Member,Q040,Developer,Why Vite/React instead of Next.js?,yes,decisions/ADR-001-stack-choice.md
4782,Tribe Officer,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
4783,New Player,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
4784,Tribe Member,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
4785,Tribe Member,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
4786,Tribe Officer,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
4787,New Player,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
4788,Solo Scout,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
4789,New Player,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
4790,New Player,Q025,Local First,What happens if I lose connection while in-game?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
4791,New Player,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
4792,Solo Scout,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
4793,New Player,Q054,Support,What if access code login fails?,partial,architecture/03-viewer-context.md
4794,New Player,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
4795,New Player,Q059,Support,Can I make a Signal public later?,partial,architecture/08-security-and-permissions.md
4796,New Player,Q003,Identity/Auth,How do I log in inside the EVE Frontier in-game browser?,yes,architecture/03-viewer-context.md
4797,New Player,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
4798,Builder / Operator,Q049,Release,What must pass before release?,yes,operations/04-release-checklist.md
4799,Builder / Operator,Q043,Developer,What is the repo structure?,yes,implementation/00-repo-structure.md
4800,Tribe Officer,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
4801,Builder / Operator,Q010,Object Resolution,Can Signal Vault infer gate/storage/turret type from chain data?,partial,architecture/04-entity-resolution.md; phases/phase-07-eve-frontier-integration.md
4802,Solo Scout,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
4803,New Player,Q055,Support,What if the in-game browser cannot render the app?,gap,operations/03-risk-register.md
4804,Developer / Maintainer,Q041,Developer,Why not build vanilla TypeScript?,yes,decisions/ADR-001-stack-choice.md
4805,Tribe Officer,Q037,Security,Is manual intel safe to trust?,yes,architecture/07-data-sources.md
4806,Hauler,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
4807,Hauler,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
4808,Builder / Operator,Q047,Backend,Do we use Supabase or custom API?,yes,architecture/02-backend-architecture.md
4809,Hauler,Q005,Identity/Auth,Can someone spoof my identity by changing the URL?,yes,architecture/08-security-and-permissions.md; decisions/ADR-003-viewer-context.md
4810,Tribe Member,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
4811,Tribe Officer,Q005,Identity/Auth,Can someone spoof my identity by changing the URL?,yes,architecture/08-security-and-permissions.md; decisions/ADR-003-viewer-context.md
4812,Tribe Officer,Q059,Support,Can I make a Signal public later?,partial,architecture/08-security-and-permissions.md
4813,New Player,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
4814,Developer / Maintainer,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
4815,Developer / Maintainer,Q048,Backend,How are permissions enforced?,yes,architecture/08-security-and-permissions.md
4816,Builder / Operator,Q003,Identity/Auth,How do I log in inside the EVE Frontier in-game browser?,yes,architecture/03-viewer-context.md
4817,Hauler,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
4818,Intel Analyst,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
4819,New Player,Q057,Support,Can I transfer private notes to another character?,gap,architecture/03-viewer-context.md
4820,Hauler,Q048,Backend,How are permissions enforced?,yes,architecture/08-security-and-permissions.md
4821,Intel Analyst,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
4822,Tribe Officer,Q004,Identity/Auth,Does Signal Vault know my EVE character automatically?,partial,architecture/03-viewer-context.md; phases/phase-07-eve-frontier-integration.md
4823,Tribe Member,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
4824,Tribe Member,Q044,Developer,What tests are required?,yes,implementation/08-testing-strategy.md
4825,Solo Scout,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
4826,Solo Scout,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
4827,Tribe Member,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
4828,Hauler,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
4829,Hauler,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
4830,Developer / Maintainer,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
